LicenseType,Breed,Color,DogName,OwnerZip,ExpYear,ValidDate
Dog Lifetime Spayed Female,ENG SPRINGER SPANIE,WHITE/BLACK,SOPHIE MINK,15024,2099,8/30/2011 11:50:23 AM
Dog Lifetime Male,BOXER,BROWN,JACK,15209,2099,11/16/2011 3:56:58 PM
Dog Lifetime Neutered Male,LAB MIX,BLACK,BOOMER,15237,2099,1/6/2011 1:42:13 PM
Dog Lifetime Spayed Female,CAIRN TERRIER,BROWN,BAILEY,15132,2099,1/6/2011 1:44:14 PM
Dog Lifetime Spayed Female,POODLE STANDARD,WHITE,SNOW,15017,2099,1/6/2011 1:48:16 PM
Dog Lifetime Duplicate,POODLE STANDARD,WHITE,SNOW,15017,2099,1/29/2014 2:10:03 PM
Dog Lifetime Spayed Female,MIN PINSCHER,BLACK,EVA D MONSTER,15139,2099,1/6/2011 3:45:52 PM
Dog Lifetime Neutered Male,AM PITT BULL MIX,WHITE,GUCCI,15132,2099,1/6/2011 3:54:31 PM
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,TANGER,15101,2099,9/28/2020 3:15:19 PM
Dog Lifetime Spayed Female,LAB MIX,BLACK,DAISY,15044,2099,1/7/2011 4:07:45 PM
Dog Lifetime Spayed Female,LAB MIX,BRINDLE,BAILEY,15146,2099,12/1/2011 3:57:56 PM
Dog Lifetime Neutered Male,ENG SPRINGER SPANIE,WHITE/BROWN,MOE,15202,2099,10/15/2015 8:45:00 AM
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,SHELBY,15205,2099,1/7/2011 2:38:05 PM
Dog Lifetime Neutered Male,YORKSHIRE TERR MIX,BROWN,TEDDY,15101,2099,1/7/2011 2:41:48 PM
Dog Lifetime Neutered Male,CHOW CHOW,ORANGE,BEAR,15236,2099,1/7/2011 2:46:29 PM
Dog Lifetime Spayed Female,CHOW CHOW,ORANGE,NYLA,15236,2099,1/7/2011 2:48:44 PM
Dog Lifetime Neutered Male,CAV KING CHAR SPANI,MULTI,HENRY,15044,2099,1/7/2011 2:51:03 PM
Dog Senior Lifetime Spayed Female,MALTESE,WHITE,OHANA,15218,2099,2/22/2016 1:21:15 PM
Dog Lifetime Neutered Male,GER SHORTHAIR POINT,WHITE/BROWN,PETE,15037,2099,1/7/2011 3:27:11 PM
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,WHITE,LILY,15143,2099,1/7/2011 3:37:43 PM
Dog Lifetime Duplicate,LABRADOR RETRIEVER,WHITE,LILY,15143,2099,6/15/2011 10:19:14 AM
Dog Lifetime Neutered Male,RAT TERRIER,WHITE/GREY,SLATE,15044,2099,1/7/2011 3:56:33 PM
Dog Lifetime Spayed Female,RAT TERRIER,WHITE/TAN,ROXY,15044,2099,1/7/2011 3:56:33 PM
Dog Lifetime Spayed Female,AM PITT BULL MIX,WHITE/BROWN,SOPHIA,15227,2099,3/13/2015 10:31:12 AM
Dog Lifetime Neutered Male,YORKSHIRE TERRIER,OTHER,CHARLIE,15235,2099,1/10/2011 4:17:55 PM
Dog Lifetime Neutered Male,BEAGLE,TRI-COLOR,MARIO OSWELL,15101,2099,12/27/2011 8:49:35 AM
Dog Lifetime Spayed Female,ENG TOY TERRIER,WHITE/TAN,ROXIE,15122,2099,12/11/2018 11:52:25 AM
Dog Lifetime Spayed Female,BOERBOEL,BRINDLE,LUCY PAVICIC,15212,2099,5/13/2014 3:20:04 PM
Dog Lifetime Duplicate,BOERBOEL,BRINDLE,LUCY PAVICIC,15212,2099,4/6/2015 3:16:58 PM
Dog Lifetime Male,LABRADOR RETRIEVER,YELLOW,RUFUS,15025,2099,1/10/2011 4:18:11 PM
Dog Lifetime Spayed Female,LAB MIX,BRINDLE,BRANDIE,15146,2099,11/18/2011 3:50:41 PM
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,OTIS,15209,2099,1/10/2011 12:14:17 PM
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,ROSIE,15143,2099,1/10/2011 12:23:21 PM
Dog Lifetime Spayed Female,BOXER MIX,TAN,BAILEY LEWIS,15237,2099,11/1/2011 3:26:14 PM
Dog Lifetime Duplicate,BOXER MIX,TAN,BAILEY LEWIS,15237,2099,4/30/2012 12:57:21 PM
Dog Senior Lifetime Spayed Female,GER SHEPHERD MIX,WHITE,TARA,15137,2099,12/13/2011 2:34:59 PM
Dog Lifetime Neutered Male,GREAT DANE,BROWN,ODIN,15017,2099,1/10/2011 4:18:19 PM
Dog Out of County Transfer - Lifetime,GER SHEPHERD MIX,BLACK/BRINDLE,MAGNUM,15229,2099,1/10/2011 4:18:20 PM
Dog Lifetime Neutered Male,BEAGLE,TRI-COLOR,VIN,15237,2099,1/10/2011 4:18:21 PM
Dog Lifetime Spayed Female,AM PITT BULL MIX,BRINDLE,PEYTON,15227,2099,1/10/2011 3:14:40 PM
Dog Lifetime Neutered Male,BORD COLLIE,WHITE/BLACK,TANK,15116,2099,1/10/2011 3:35:32 PM
Dog Lifetime Duplicate,BORD COLLIE,WHITE/BLACK,TANK,15116,2099,6/18/2020 9:32:05 AM
Dog Senior Lifetime Spayed Female,RHODESIAN RIDGEBACK,BROWN,CALLIE,15116,2099,1/10/2011 3:43:39 PM
Dog Senior Lifetime Neutered Male,COCKAPOO,APRICOT,WILLIE,15129,2099,5/5/2017 1:05:17 PM
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BROWN,DEXTER,15147,2099,5/10/2016 11:35:54 AM
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,SAMPSON,15090,2099,1/11/2011 4:07:40 PM
Dog Lifetime Spayed Female,PARSON RUSSELL TERR,WHITE,HALEY,15202,2099,1/11/2011 10:42:21 AM
Dog Lifetime Neutered Male,DACHSHUND,SPOTTED,STEGMAIER,15236,2099,1/11/2011 11:53:06 AM
Dog Lifetime Neutered Male,SCHNAUZER STANDARD,BLACK,ROSCO,15236,2099,1/11/2011 11:53:06 AM
Dog Lifetime Neutered Male,GOLDENDOODLE,GOLD,WESLEY,15120,2099,1/11/2011 1:36:15 PM
Dog Lifetime Spayed Female,DACHSHUND,BRINDLE,CALI,15116,2099,1/11/2011 1:47:23 PM
Dog Lifetime Neutered Male,DACHSHUND,RED,LINUS,15116,2099,1/11/2011 1:51:11 PM
Dog Lifetime Neutered Male,DACHSHUND,BLACK/TAN,GEORGE,15116,2099,1/11/2011 1:53:44 PM
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,ANGUS,15237,2099,1/16/2014 11:13:01 AM
Dog Lifetime Neutered Male,YORKSHIRE TERR MIX,BLACK/BROWN,SPIKE,15234,2099,1/11/2011 2:08:38 PM
Dog Lifetime Neutered Male,BEAGLE MIX,BRINDLE,XAVI,15223,2099,1/11/2011 2:14:51 PM
Dog Lifetime Duplicate,BEAGLE MIX,BRINDLE,XAVI,15223,2099,7/10/2014 11:28:07 AM
Dog Lifetime Neutered Male,SHEPHERD MIX,FAWN,KODA,15147,2099,1/11/2011 2:21:35 PM
Dog Lifetime Spayed Female,AUS SHEPHERD,BROWN,MIA,15101,2099,1/11/2011 4:08:57 PM
Dog Lifetime Duplicate,AUS SHEPHERD,BROWN,MIA,15101,2099,10/15/2014 10:24:12 AM
Dog Lifetime Spayed Female,BEAGLE MIX,BROWN,EILIS,15235,2099,1/24/2011 2:43:04 PM
Dog Lifetime Spayed Female,MIXED,SPOTTED,MIKA,15237,2099,4/29/2011 2:50:26 PM
Dog Lifetime Spayed Female,PLOTT HOUND,BRINDLE,GIGI,15241,2099,1/11/2011 3:00:41 PM
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK/TAN,JAKE,15241,2099,1/11/2011 3:00:41 PM
Dog Lifetime Spayed Female,SIB HUSKY,WHITE/BROWN,ECHO,15234,2099,1/11/2011 3:36:46 PM
Dog Lifetime Duplicate,SIB HUSKY,WHITE/BROWN,ECHO,15234,2099,7/12/2018 12:49:07 PM
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BROWN,KOVU,15044,2099,1/11/2011 3:39:00 PM
Dog Lifetime Neutered Male,LAB MIX,BLACK,ROCCO,15146,2099,1/11/2011 4:09:15 PM
Dog Lifetime Female,ENG BULLDOG,WHITE/BROWN,IRISH CREAM,15213,2099,
Dog Lifetime Male,ENG BULLDOG,WHITE/BROWN,HOGAN,15213,2099,
Dog Lifetime Spayed Female,LABRADOODLE,WHITE/TAN,BELLA,15239,2099,6/5/2020 1:29:17 PM
Dog Lifetime Spayed Female,DACHSHUND,RED,LUCY,15102,2099,3/4/2016 10:33:22 AM
Dog Lifetime Spayed Female,MIXED,BROWN,KIARA,15235,2099,1/12/2011 12:08:55 PM
Dog Lifetime Spayed Female,SIB HUSKY,GREY,CHULA,15221,2099,1/12/2011 12:53:50 PM
Dog Lifetime Spayed Female,COCKAPOO,APRICOT,NALA,15044,2099,1/12/2011 12:58:41 PM
Dog Lifetime Neutered Male,BEAGLE,WHITE/BLACK/BROWN,TUCKER,15101,2099,1/12/2011 1:58:13 PM
Dog Lifetime Spayed Female,CHOW CHOW,BROWN,MEI LI,15239,2099,1/12/2011 1:25:06 PM
Dog Lifetime Neutered Male,FOX TERRIER TOY,SPOTTED,RASCAL,15120,2099,1/12/2011 1:33:12 PM
Dog Lifetime Neutered Male,BELG MALINOIS,BLACK/TAN,fritz,15044,2099,4/18/2013 3:22:46 PM
Dog Lifetime Male,GOLDEN RETRIEVER,GOLD,GIBBS,15143,2099,1/22/2013 8:47:22 AM
Dog Inter County Transfer - Lifetime,BICHON FRISE,WHITE,KALLEN POWER,15026,2099,1/12/2011 2:44:33 PM
Dog Lifetime Neutered Male,RAT TERRIER,WHITE/BLACK/BROWN,PAUL,15236,2099,1/12/2011 2:47:26 PM
Dog Lifetime Spayed Female,LAB MIX,WHITE/TAN,ZOE,15147,2099,1/12/2011 3:01:45 PM
Dog Lifetime Neutered Male,HAVANESE,APRICOT,BUDDY,15129,2099,1/12/2011 3:09:43 PM
Dog Lifetime Spayed Female,GOLDENDOODLE,WHITE/YELLOW,DAISY,15144,2099,1/12/2011 3:30:28 PM
Dog Lifetime Spayed Female,BLACKMOUTH CUR,BLACK/TAN,DELILAH,15235,2099,7/31/2019 3:02:10 PM
Dog Lifetime Spayed Female,GOLDENDOODLE,GOLD,GINGER,15239,2099,2/3/2020 9:50:03 AM
Dog Lifetime Spayed Female,GREAT PYRENEES,WHITE,LUCY,15239,2099,3/22/2018 10:53:57 AM
Dog Lifetime Neutered Male,GREAT PYRENEES,WHITE,TIMMY,15239,2099,3/22/2018 10:53:57 AM
Dog Lifetime Neutered Male,LAB MIX,BLACK,ROCKY,15084,2099,5/26/2011 9:55:01 AM
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLONDE,BLITZ,15102,2099,1/13/2011 10:08:23 AM
Dog Senior Lifetime Spayed Female,FOX TERRIER TOY,WHITE/BLACK/BROWN,HAYLIE,15229,2099,1/13/2011 10:28:56 AM
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,MACKENZIE,15218,2099,3/9/2012 9:27:14 AM
Dog Senior Lifetime Spayed Female,GER SHEPHERD,BLACK/TAN,TOODLES,15017,2099,1/20/2011 2:19:56 PM
Dog Senior Lifetime Spayed Female,GER SHEPHERD,BLACK/TAN,TOODLES,15017,2099,1/13/2011 1:51:40 PM
Dog Lifetime Spayed Female,ENG BULLDOG,WHITE/RED,LUCY,15139,2099,1/13/2011 1:51:41 PM
Dog Lifetime Spayed Female,DACHSHUND,RED,MARY CHRISTMAS,15101,2099,1/13/2011 1:51:42 PM
Dog Lifetime Spayed Female,LAB MIX,SPOTTED,LUCY,15218,2099,1/13/2011 1:56:50 PM
Dog Lifetime Neutered Male,SHIH TZU,WHITE/BROWN,OLIVER,15129,2099,1/13/2011 1:59:40 PM
Dog Lifetime Spayed Female,MIXED,TAN,LUNASEA,15146,2099,1/13/2011 2:00:50 PM
Dog Lifetime Neutered Male,WEIMARANER,GREY,JASPER,15139,2099,1/13/2011 2:04:57 PM
Dog Lifetime Spayed Female,TERRIER MIX,BLACK/BROWN,MADDIE,15139,2099,1/13/2011 2:21:35 PM
Dog Lifetime Spayed Female,DACHSHUND,BLACK/BROWN,LUCY,15116,2099,1/14/2011 9:02:06 AM
Dog Lifetime Neutered Male,BOXER,BROWN,JACKSON COPELAND,15108,2099,1/20/2011 1:06:33 PM
Dog Lifetime Male,CHES BAY RETRIEVER,BROWN,TUCK,15237,2099,1/14/2011 2:08:47 PM
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN,JAZZY,15101,2099,1/14/2011 11:54:34 AM
Dog Lifetime Spayed Female,SCHNOODLE,BLACK,ELPHIE,15227,2099,1/14/2011 2:08:49 PM
Dog Senior Lifetime Spayed Female,GER SHEPHERD,BLACK/RED,ZIVA,15237,2099,1/14/2011 1:30:43 PM
Dog Lifetime Neutered Male,BOXER,FAWN,HUGO,15239,2099,1/14/2011 1:47:48 PM
Dog Senior Lifetime Neutered Male,CAIRN TERRIER,BRINDLE,PEPPER,15122,2099,2/10/2011 2:51:58 PM
Dog Senior Lifetime Neutered Male,COCKAPOO,WHITE/BLACK,STASHO,15146,2099,1/18/2011 10:57:04 AM
Dog Lifetime Duplicate,COCKAPOO,WHITE/BLACK,STASHO,15146,2099,3/14/2014 12:42:03 PM
Dog Lifetime Spayed Female,MALTI-POO,WHITE,HANNA,15122,2099,4/12/2011 1:52:47 PM
Dog Lifetime Neutered Male,MALTESE,WHITE/BLACK,MURPHY,15108,2099,1/18/2011 11:13:23 AM
Dog Lifetime Duplicate,MALTESE,WHITE/BLACK,MURPHY,15108,2099,9/14/2011 12:23:59 PM
Dog Senior Lifetime Neutered Male,CHIHUAHUA,SPOTTED,AMADEUS,15108,2099,11/8/2017 2:35:43 PM
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BROWN,BENTLY,15068,2099,1/18/2011 12:36:42 PM
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,MAX,15236,2099,10/4/2011 2:07:14 PM
Dog Lifetime Neutered Male,SHETLAND SHEEPDOG,BLACK/BROWN,OLIVER,15044,2099,3/19/2013 1:05:54 PM
Dog Lifetime Spayed Female,PUGGLE,TRI-COLOR,SHADOW,15237,2099,1/18/2011 2:03:56 PM
Dog Lifetime Neutered Male,SHEPHERD MIX,BROWN,WASHAKE,15239,2099,4/4/2011 9:55:52 AM
Dog Lifetime Spayed Female,SIB HUSKY,WHITE/BLACK/GREY,NATCHEZ,15239,2099,4/4/2011 9:55:52 AM
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,MOLLY,15143,2099,1/18/2011 2:40:21 PM
Dog Lifetime Spayed Female,SHEPHERD MIX,WHITE/BROWN,GRACIE,15116,2099,1/18/2011 3:07:27 PM
Dog Lifetime Spayed Female,SHIH TZU,WHITE/BLACK,SYDNEY,15137,2099,1/18/2011 2:48:25 PM
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,RUGER,15237,2099,9/12/2013 8:56:06 AM
Dog Lifetime Neutered Male,SCHNAUZER MIN,SALT/PEPPER,FRITZ,15237,2099,1/18/2011 3:13:12 PM
Dog Lifetime Spayed Female,GER SHEPHERD,BLACK/TAN,NORA AALINE,15237,2099,1/18/2011 3:17:04 PM
Dog Senior Lifetime Spayed Female,POODLE TOY,WHITE,ANGEL,15223,2099,1/19/2011 11:02:54 AM
Dog Lifetime Spayed Female,LAB MIX,YELLOW,NOEL,15102,2099,8/28/2015 11:36:51 AM
Dog Lifetime Spayed Female,DACHSHUND,BLACK/TAN,ZOEY,15227,2099,12/5/2018 3:52:24 PM
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,BLONDE,MINGO,15090,2099,2/5/2020 2:28:16 PM
Dog Senior Lifetime Female,LABRADOR RETRIEVER,YELLOW,MAGGIE,15102,2099,12/21/2011 8:44:03 AM
Dog Senior Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,MAGGIE,15102,2099,12/21/2011 8:44:04 AM
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN,BELLA,15210,2099,6/1/2011 2:01:55 PM
Dog Lifetime Neutered Male,ENG BULLDOG,WHITE/RED,NEVILLE,15237,2099,1/19/2011 2:52:39 PM
Dog Lifetime Male,LABRADOR RETRIEVER,BROWN,GUNNER,15116,2099,1/19/2011 3:02:45 PM
Dog Lifetime Neutered Male,BEAGLE MIX,SPOTTED,SPOT,15122,2099,1/19/2011 3:14:27 PM
Dog Lifetime Spayed Female,BRITTANY SPANIEL,ORANGE/WHITE,ZOEY SCHMOTZER,15234,2099,11/6/2014 1:48:30 PM
Dog Lifetime Spayed Female,TERRIER MIX,WHITE/BRINDLE,SCARLET,15235,2099,1/19/2011 3:23:08 PM
Dog Senior Lifetime Neutered Male,SHIH TZU MIX,WHITE/BLACK,ZACH,15106,2099,1/19/2011 3:25:32 PM
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,SADIE,15238,2099,1/19/2011 3:32:39 PM
Dog Senior Lifetime Spayed Female,BEAGLE,MULTI,JUNI,15133,2099,1/19/2011 3:43:25 PM
Dog Lifetime Neutered Male,SHEPHERD MIX,CREAM,FINNIGAN,15237,2099,1/19/2011 3:57:48 PM
Dog Lifetime Neutered Male,SFT COAT WHEAT TERR,WHEATON,FALLON,15044,2099,1/19/2011 4:06:31 PM
Dog Lifetime Neutered Male,LEONBERGER,WHITE/BLACK/BROWN,HUGGIE BEAR,15243,2099,1/20/2011 12:20:00 PM
Dog Lifetime Neutered Male,POODLE STANDARD,BLUE,TUCKER,15101,2099,1/20/2011 12:49:30 PM
Dog Lifetime Spayed Female,SIB HUSKY,WHITE/GREY,WILLOW ROWE,15122,2099,1/20/2011 12:55:46 PM
Dog Lifetime Neutered Male,LAB MIX,BROWN,BEN,15132,2099,1/20/2011 1:06:56 PM
Dog Lifetime Spayed Female,GER SHEPHERD,BLACK/TAN,BELLA CHRISTIAN,15136,2099,1/20/2011 1:33:39 PM
Dog Senior Lifetime Spayed Female,SIB HUSKY,WHITE/GREY,NYLA,15127,2099,1/20/2011 2:19:55 PM
Dog Lifetime Neutered Male,SHIH TZU,WHITE/BLACK,QUINCY,15101,2099,1/20/2011 2:05:32 PM
Dog Lifetime Neutered Male,SHETLAND SHEEPDOG,SABLE/WHITE,CRUISER J,15218,2099,1/20/2011 2:19:57 PM
Dog Lifetime Neutered Male,SIB HUSKY,WHITE/RED,DAKOTA,15120,2099,1/20/2011 2:19:58 PM
Dog Lifetime Spayed Female,GER SHEPHERD,BLACK,HAILY SHIEH,15025,2099,1/20/2011 3:08:02 PM
Dog Lifetime Neutered Male,BEAGLE MIX,WHITE/BLACK,BRADY,15237,2099,1/21/2011 9:08:39 AM
Dog Lifetime Neutered Male,SHIH TZU MIX,WHITE,ROONEY DONIS,15243,2099,1/21/2011 9:35:44 AM
Dog Lifetime Neutered Male,AM PIT BULL TERRIER,RED/BROWN,BETTIS,15135,2099,4/6/2016 12:57:29 PM
Dog Lifetime Neutered Male,OLD ENG BULLDOG,FAWN,CHUNK WINSTON,15065,2099,5/24/2011 3:06:59 PM
Dog Lifetime Spayed Female,BULLMASTIFF,FAWN,IZZY,15137,2099,5/6/2011 2:21:11 PM
Dog Lifetime Neutered Male,MIXED,APRICOT,PEYTON,15237,2099,6/15/2012 4:09:36 PM
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,BLONDE,KATIE,15237,2099,1/21/2011 1:25:11 PM
Dog Lifetime Neutered Male,CANE CORSO,BRINDLE,CAPONE,15220,2099,1/21/2011 2:05:04 PM
Dog Senior Lifetime Female,BERNESE MTN DOG,TRI-COLOR,BREEZE,15243,2099,1/21/2011 2:16:46 PM
Dog Inter County Transfer - Lifetime,YORKSHIRE TERRIER,BLACK/BROWN,LUTECE,15108,2099,1/24/2011 8:54:34 AM
Dog Inter County Transfer - Lifetime,YORKSHIRE TERR MIX,WHITE/BLACK/BROWN,MIA,15108,2099,1/24/2011 8:54:34 AM
Dog Lifetime Neutered Male,MALTESE,WHITE,MYSTIC WIDGET,15229,2099,6/17/2014 8:34:21 AM
Dog Lifetime Male,LABRADOR RETRIEVER,BROWN,KONA,15239,2099,5/23/2012 9:07:19 AM
Dog Lifetime Neutered Male,POMERANIAN MIX,TRI-COLOR,REMY,15132,2099,1/24/2011 3:06:39 PM
Dog Lifetime Neutered Male,PAPILLON,TRI-COLOR,BRODY,15132,2099,1/24/2011 3:06:39 PM
Dog Lifetime Spayed Female,DACHSHUND,BLACK,PICKLE,15228,2099,1/24/2011 10:53:24 AM
Dog Senior Lifetime Neutered Male,COLLIE MIX,WHITE/BROWN,LAD,15235,2099,4/19/2011 1:42:45 PM
Dog Lifetime Neutered Male,AM PIT BULL TERRIER,FAWN,O'BANNON,15131,2099,1/24/2011 11:39:27 AM
Dog Lifetime Spayed Female,GOLDENDOODLE,WHITE,BAILEY,15241,2099,3/14/2012 8:45:15 AM
Dog Lifetime Neutered Male,GER SHORTHAIR POINT,LIVER,GUNNER,15044,2099,1/24/2011 2:00:16 PM
Dog Lifetime Male,AKITA,WHITE/FAWN,JOBEN,15137,2099,1/24/2011 2:00:17 PM
Dog Lifetime Spayed Female,ST BERNARD,MULTI,LACEY,15044,2099,1/24/2011 2:49:11 PM
Dog Lifetime Spayed Female,SFT COAT WHEAT TERR,WHITE/BROWN,MITTSY,15101,2099,1/25/2011 8:34:31 AM
Dog Lifetime Neutered Male,ROTTWEILER,BLACK,DIESEL,15037,2099,1/25/2011 10:39:27 AM
Dog Lifetime Spayed Female,YORKSHIRE TERR MIX,RUST,MIA,15237,2099,1/25/2011 10:57:09 AM
Dog Senior Lifetime Neutered Male,MALTESE,WHITE,TINY,15133,2099,11/13/2014 3:47:58 PM
Dog Lifetime Spayed Female,YORKSHIRE TERRIER,BLACK/TAN,BELLA,15037,2099,1/25/2011 12:23:41 PM
Dog Lifetime Spayed Female,MALTESE MIX,WHITE,DULCE CURTIN,15106,2099,9/23/2011 2:28:18 PM
Dog Senior Lifetime Neutered Male,BICHON FRISE,WHITE,PUFF,15235,2099,1/25/2011 1:21:53 PM
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BROWN,ZIGGY,15025,2099,5/12/2014 11:17:11 AM
Dog Inter County Transfer - Lifetime,GOLDENDOODLE,WHITE/APRICOT,HONEY,15106,2099,1/25/2011 1:48:02 PM
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,GOLDIE,15065,2099,1/25/2011 2:26:50 PM
Dog Lifetime Spayed Female,LAB MIX,BRINDLE,MOLLY,15025,2099,1/25/2011 2:37:07 PM
Dog Lifetime Neutered Male,GER SHEPHERD MIX,BLACK/TAN,AUGGIE,15137,2099,1/25/2011 3:08:46 PM
Dog Lifetime Neutered Male,MALTESE MIX,BLACK/TAN,OLIVER,15236,2099,12/21/2017 12:54:49 PM
Dog Lifetime Spayed Female,COCKER SPANIEL,BLACK/TAN/WHITE,SUMMER,15143,2099,1/26/2011 12:25:48 PM
Dog Lifetime Spayed Female,POODLE STANDARD,WHITE,SOPHIA,15108,2099,6/3/2020 2:25:31 PM
Dog Lifetime Spayed Female,MIXED,BLACK,GRACE,15237,2099,1/26/2011 1:35:22 PM
Dog Senior Lifetime Spayed Female,COCKER SPANIEL,BLACK,BAILEY,15144,2099,1/7/2020 4:02:45 PM
Dog Lifetime Spayed Female,MIXED,WHITE/BLACK,ATHENA,15101,2099,1/26/2011 2:34:53 PM
Dog Senior Lifetime Spayed Female,CHIHUAHUA MIX,TAN,JOSIE,15227,2099,1/26/2011 2:34:55 PM
Dog Lifetime Neutered Male,ST BERNARD,WHITE/RED,GERSHWYNN,15238,2099,1/26/2011 2:18:07 PM
Dog Lifetime Spayed Female,DOBERMAN PINSCHER,RED,ELLA,15221,2099,1/26/2011 2:18:40 PM
Dog Lifetime Duplicate,DOBERMAN PINSCHER,RED,ELLA,15221,2099,5/31/2011 11:55:11 AM
Dog Out of County Transfer - Lifetime,MIXED,BLACK,ZORAK,15065,2099,1/26/2011 2:34:59 PM
Dog Lifetime Duplicate,GER SHEPHERD,SABLE,ROXY,15236,2099,
Dog Lifetime Female,GER SHEPHERD,BLACK/TAN,MISHA,15236,2099,1/26/2011 2:35:00 PM
Dog Lifetime Spayed Female,SHEPHERD MIX,BRINDLE,BECKLEY,15147,2099,1/26/2011 2:32:54 PM
Dog Lifetime Duplicate,SHEPHERD MIX,BRINDLE,BECKLEY,15147,2099,12/23/2011 3:28:25 PM
Dog Lifetime Duplicate,SHEPHERD MIX,BRINDLE,BECKLEY,15147,2099,12/29/2016 12:22:12 PM
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,GRACIE,15235,2099,7/6/2012 2:34:29 PM
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,DUGAN,15065,2099,4/4/2012 1:43:59 PM
Dog Lifetime Spayed Female,NEWFOUNDLAND,BROWN,LINDA SOPHIA,15065,2099,1/27/2011 12:01:39 PM
Dog Lifetime Spayed Female,SHIH TZU,WHITE/BLACK,KACEY,15239,2099,1/27/2011 12:33:53 PM
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,BLONDE,SUNNY,15044,2099,6/8/2011 1:05:32 PM
Dog Lifetime Duplicate,GOLDEN RETRIEVER,BLONDE,SUNNY,15044,2099,5/16/2016 12:56:12 PM
Dog Lifetime Neutered Male,DOBERMAN PINSCHER,BLUE,ACE,15136,2099,1/27/2011 2:03:27 PM
Dog Lifetime Neutered Male,SHEPHERD MIX,BROWN,WARDEN,15044,2099,1/27/2011 2:05:43 PM
Dog Senior Lifetime Neutered Male,POODLE MIN,TAN,SPIKE,15215,2099,1/9/2020 12:50:59 PM
Dog Lifetime Neutered Male,YORKSHIRE TERR MIX,BLACK/BROWN/TAN,HERSHEY,15227,2099,1/28/2011 11:46:19 AM
Dog Lifetime Spayed Female,SIB HUSKY,WHITE/BLACK,SHILOH,15237,2099,1/28/2011 12:06:41 PM
Dog Lifetime Spayed Female,POODLE MIX,BROWN,WYNNIE,15241,2099,12/6/2017 3:09:09 PM
Dog Lifetime Neutered Male,POMERANIAN,ORANGE,DIEGO,15239,2099,5/23/2013 11:38:06 AM
Dog Lifetime Spayed Female,MIXED,TAN,EMMA,15241,2099,1/28/2015 4:01:52 PM
Dog Lifetime Spayed Female,BICHON FRISE,WHITE,CLOVER,15090,2099,1/31/2011 10:23:12 AM
Dog Lifetime Neutered Male,PARSON RUSSELL TERR,WHITE,HANK,15024,2099,1/31/2011 10:24:25 AM
Dog Lifetime Neutered Male,MIXED,BROWN,TROOPER,15143,2099,1/31/2011 10:29:12 AM
Dog Lifetime Spayed Female,SHIH TZU MIX,WHITE/BLACK,DAISY,15045,2099,1/31/2011 10:38:17 AM
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,GABBY,15044,2099,1/31/2011 11:01:18 AM
Dog Lifetime Spayed Female,SHIH TZU MIX,TRI-COLOR,WILLOW,15116,2099,2/1/2012 3:47:40 PM
Dog Senior Lifetime Spayed Female,GER SHEPHERD,BLACK/BROWN,ZORRO,15122,2099,1/31/2011 1:41:47 PM
Dog Lifetime Spayed Female,BORD COLLIE MIX,BLACK WITH WHITE,LILY,15037,2099,1/31/2011 1:49:42 PM
Dog Lifetime Male,SHETLAND SHEEPDOG,BLUE,BECKHAM,15236,2099,1/31/2011 2:10:44 PM
Dog Lifetime Neutered Male,BEAGLE MIX,WHITE/BLACK/BROWN,MAX,15205,2099,1/31/2011 2:26:46 PM
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,CHIEF,15102,2099,1/31/2011 3:44:26 PM
